"id","classification","score","title","description","topic_id","created_at","updated_at","privacy_related","docbot_regex"
487,"blocker",50,"Sensitive data is collected and shared to target advertising","Sensitive data refers to information requiring special protection, such as health data, political and religious beliefs, ethnic origins, sexual life and financial information. The service collects and shares this data with third parties for advertising or marketing.",57,"2021-05-08 12:40:24.840855","2021-05-08 12:40:24.840855",NULL,""
383,"good",30,"Your browser's Do Not Track (DNT) headers are respected","This service does respect the browser's Do Not Track header and disables all user tracking if it is enabled.",25,"2019-03-31 20:46:25.931745","2021-05-10 07:25:55.431953",True,"^((((?=.*we honor)|(?=.*we honour)|(?=.*by honor)|(?=.*by honour)|(?=.*respect)|(?=.*support)|(?=.*then we won’t count you))((?=.*dnt)|(?=.*do not track)|(?=.*do-not-track))|((?=.*dnt)|(?=.*do not track)|(?=.*do-not-track))(((?=.*opt-out)|(?=.*opt out)|(?=.*disable))((?=.*third party)|(?=.*third-party)|(?=.*analytics))|((?=.*w3c)(?=.*standard))))((?!.*at this time)(?!.*do not currently)(?!.*does not support)))"
488,"good",50,"Your data is processed and stored in a country that is friendlier to user privacy protection","The Terms are governed by the applicable laws of a jurisdiction known for strong data regulations and user privacy protection. Usually contributors will need to explain in the Analysis view of each point linked to this Case the reason why it shall be applied.",41,"2021-05-11 20:53:06.582421","2021-05-11 20:53:06.582421",True,""
395,"blocker",50,"Your browsing history can be viewed by the service","The service can view your search history and the websites you visit, which is an extremely intrusive way of collecting information that may include personal and/or sensitive data.",56,"2020-07-14 20:53:53.714593","2021-05-13 10:58:50.095184",True,"^((((?=.*browser)|(?=.*browsing)|(?=.*search))(?=.*history)|(?=.*browsing behavior))(?!.*ccpa)(?!.*california consumer))"
386,"blocker",100,"The policy refers to documents that are missing or unfindable","For instance, when the privacy policy refers to the cookie policy, but there is no link to a cookie policy, anywhere. It only applies to services that are impossible to contact to raise the issue, either because they don’t offer any contact method or they do not respond in a reasonable time.",36,"2019-05-11 14:41:29.424185","2021-05-14 12:45:50.713571",NULL,""
199,"good",15,"The terms for this service are easy to read","The Agreements are well-organised, define legal terms (where applicable), aren't needlessly long and may be pleasant to read.",36,"2018-01-16 15:26:09.875993","2021-05-14 12:47:00.376324",NULL,""
198,"neutral",0,"The terms for this service are translated into different languages","Although there's generally a unique binding language for the terms, they are translated to allow all users to understand the agreement they're accepting, no matter their native language.",36,"2018-01-16 15:26:09.859584","2021-05-14 12:48:02.779807",NULL,"^((?=.*Español)|(?=.*Français)|(?=.*Deutsch)|(?=.*Português)|(?=.*Italiano)|(?=.*Polski)|(?=.*language\:))"
290,"neutral",0,"This service does not guarantee that it or the products obtained through it meet your expectations or requirements","This service provider informs its users that the services, information, products, or other materials provided on its website may not meet the users' expectations or requirements.",32,"2018-08-26 04:11:17.888842","2021-05-14 14:36:47.627981",NULL,"^((((?=.* no )|(?=.*not))|(?=.*disclaim))(?=.*warrant)(((?=.*meet)((?=.*requirement)|(?=.*expectation)|(?=.*needs)))|((?=.*fitness for)|(?=.*suitable))(?=.*purpose)))"
379,"bad",60,"User-generated content can be blocked or censored for any reason","The service reserves the right, for any or no reason, to refuse to post or reject user communications.",47,"2018-10-26 05:58:57.599967","2021-05-14 15:47:35.958034",NULL,""
489,"bad",50,"Voice data is collected and shared with third-parties","The service collects data and recordings of your voice when you communicate with a service verbally and may use and share them with third parties, that may use this data for marketing or advertising.",56,"2021-05-16 13:12:21.126139","2021-05-16 13:12:21.126139",True,""
490,"bad",20," The service is only available in some countries approved by its government","Countries under embargo or banned by the government of the country in question cannot use the service.",44,"2021-05-18 00:15:05.481669","2021-05-19 14:51:32.683749",True,""
491,"blocker",100,"All Traffic is unencrypted (no https)","The service doesn’t employ TLS/SSL encryption to secure the traffic between your browser and the website you’re visiting. As a result the data transmitted may be monitored by unauthorized third parties.",50,"2021-05-24 08:07:42.130561","2021-05-24 08:07:42.130561",True,""
287,"neutral",30,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service","The service provider expressly does not claim to provide uninterrupted, timely, secure or error-free service.",32,"2018-08-25 23:51:23.964727","2023-04-03 18:58:37.030294",NULL,"^(((?=.*warrant)|(?=.*guarantee)|(?=.*promise))((?=.*uninterrupted)|(?=.*error-free)|(?=.*error free)|(?=.*secure)|(?=.*timely)|(?=.*timeliness)))"
164,"bad",50,"Your personal data may be disclosed to comply with government requests without notice to you","If the Government governing the Terms requests personal data of a user of this service, they may not inform/notify the user while complying with the request.",28,"2018-01-16 15:26:09.194087","2023-05-05 09:43:54.553344",True,""
503,"good",20,"You can set guidelines for the use of your personal information after your death","After death, the deceased’s accounts may still exist and personal data could still be processed with no more control by the user. Citizens of some jurisdictions can set a digital testimony to guide the use of personal data by companies after death.",45,"2023-05-20 20:07:10.124728","2023-05-20 20:07:10.124728",True,""
118,"blocker",50,"You waive your moral rights","Moral rights are rights to creators of literary, dramatic, musical and artistic works, as well as directors of films.

""The moral rights include the right of attribution, the right to have a work published anonymously or pseudonymously, and the right to the integrity of the work. The preserving of the integrity of the work allows the author to object to alteration, distortion, or mutilation of the work that is ""prejudicial to the author's honor or reputation"". Anything else that may detract from the artist's relationship with the work even after it leaves the artist's possession or ownership may bring these moral rights into play. Moral rights are distinct from any economic rights tied to copyrights. Even if an artist has assigned his or her copyright rights to a work to a third party, he or she still maintains the moral rights to the work."" -Wikipedia

In general, any terms that use the exact words ""moral rights"" as rights that are waived will fall under this Case.",27,"2018-01-16 15:26:08.131701","2021-05-24 08:17:03.838154",NULL,"^((?=.*moral)(?=.*waive))"
117,"bad",50,"You waive your right to a class action.","The right to be represented in a class action (or representative action) exists in the US and some European countries. It allows people who have been similarly injured by the same accused to take legal action by a single lawsuit instead of individually. Some Terms of Service try to limit that right. By agreeing to them, you could waive (= renounce to) your right to a class action, which might reduce your chances to be successful in a case.",42,"2018-01-16 15:26:08.113037","2021-05-24 08:21:53.213421",NULL,"^(((?=.*class action)|(?=.*class-action))|((?=.*individual capacity)|(?=.*individual basis))|((?=.*not)|(?=.*waive))((?=.*class, )))"
492,"bad",30,"Your provided identifiable information is actively checked by the service","The service checks if the required identifiable information you've provided is correct, and may do so on a regular basis. The check measures could be analyzing your browser information and/or providing the identifiable information to a third-party or the authority, thus compromising your anonymity.",26,"2021-05-28 09:40:19.204027","2021-05-28 09:51:31.306055",True,""
239,"blocker",70,"Private messages can be read","The Service is able to access, scan, review or read all user communications, including private messages, which may contain personal or sensitive data.",41,"2018-07-22 09:27:23.303262","2021-05-31 21:12:36.233269",True,"^(((?=.*information)((?=.*collect)|(?=.*non-public))((?=.*message)|(?=.*chat))|((?=.*review)|(?=.*analyze))((?=.*message)|(?=.*messaging)|(?=.*private communication))|((?=.*monitor)|(?=.*record)|(?=.*process)|((?=.*automatic)(?=.*scan)))(((?=.*communication)(?!.*integrity)(?!.*effectiveness))|(?=.*message)|(?=.*messaging))|(((?=.*private)|(?=.*log))(?=.*chat)(?=.*moderation))|((?=.*private message)(?=.*legal agencies)))(?!.*spoofing)(?!.*phishing))"
493,"neutral",10,"This service is a subsidiary of Company X","The service is a subsidiary of a certain company (called X in the title, to be replaced by the parent Company in each point's title). Company X’s Terms of Service may apply to the service.",36,"2021-06-02 12:28:40.372913","2021-06-02 12:28:40.372913",NULL,""
494,"good",10,"An audio version of the Terms of Service is provided","This service provides an audio file of someone reading the agreements for users to play and listen to.",36,"2021-06-05 10:27:28.522417","2021-06-05 10:27:28.522417",NULL,""
495,"neutral",25,"This service is only available for commercial use","Users can’t use the Service for individual or personal purposes (unless the Service consents): it is only for business to business (B2B).",31,"2021-06-20 19:00:03.676507","2021-06-20 19:00:03.676507",NULL,""
496,"neutral",10,"You can’t close your account if an investigation is ongoing","If an investigation is currently ongoing, you’re not allowed to close your account until it’s done or in an attempt to avoid investigation.",28,"2021-06-29 15:55:06.256163","2021-06-29 15:55:06.256163",NULL,""
497,"bad",80,"Prices and fees may be changed at any time, without notice to you","The service reserves the right to change or modify its pricing and fees at any time, and such changes are effective immediately without need for further notice to the user.",54,"2021-07-15 22:32:46.553363","2021-07-15 22:32:46.553363",NULL,""
178,"bad",100,"Logs are kept for an undefined period of time","Logs are text files containing some information about web visitors, such as user agents (showing for instance that you're connecting from Firefox for Android) and ip addresses (which reveal your approximate location). This case applies to Services that may keep logs indefinitely, allowing user sessions to be tracked over time. Logs that are kept for a time ""consistent with applicable law"" also fall under this case, since this period of time may be murky or undefined.",40,"2018-01-16 15:26:09.527019","2021-08-19 01:05:09.145886",NULL,"^((?=.*as long as)|(?=.*purposes))((?=.*necessary)|(?=.*needed)|(?=.*legally obligated))"
142,"neutral",10,"Only for your individual use","",55,"2018-01-16 15:26:08.714406","2022-12-27 09:10:42.212363",NULL,""
498,"good",20,"The service does not use any third-party advertising services","The service does not put any paid third party advertisements on their platform",57,"2023-01-12 12:17:44.733823","2023-01-12 12:17:44.733823",True,""
499,"neutral",50,"The service suspends your account after inactivity for a certain or uncertain time","",45,"2023-01-12 12:26:49.890394","2023-01-12 12:26:49.890394",NULL,""
500,"neutral",70,"Security incidents are reported to the authorities","If the service is encountering and dealing with a security incident involving potential losses or damages for its users, its reactions may be reported to the authority as part of a legal proceeding.",50,"2023-01-12 12:29:51.400689","2023-01-12 12:29:51.400689",NULL,""
501,"good",90,"This Service does not keep any logs.","This service is committed to not store any log data at all.",40,"2023-01-12 12:31:05.922965","2023-01-12 12:31:05.922965",NULL,""
502,"blocker",100,"Changes in policies are applied retroactively.","This service requires that your behavior, and/or content, complies with the newest version of the regulations regardless of the time at which you have submitted it.",38,"2023-02-01 13:52:02.496615","2023-02-01 13:52:02.496615",NULL,""
146,"neutral",60,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service","",31,"2018-01-16 15:26:08.798489","2023-04-03 18:50:27.070533",NULL,"^((?=.*indemnify))((?=.*defend))((?=.*harmless))"
293,"neutral",50,"This service assumes no liability for any losses or damages resulting from any matter relating to the service","The service assumes no liability for any damages the user incurs, including tangible (e.g. profits) and intangible losses (e.g. data), resulting from the use or inability to use the service or any other matter relating to the service.",31,"2018-08-26 22:31:46.138198","2023-04-03 18:56:40.248664",NULL,"^((?=.*liable)|(?=.*liability))(((?=.*incidental)|(?=.*punitive)|(?=.*consequential))|((?=.*loss of)((?=.*revenue)|(?=.*data)|(?=.*profit))))"
228,"good",30,"Information is provided about what kind of information they collect","The Privacy Policy describes in detail the data collected through the website and through the services provided.",36,"2018-01-16 15:26:10.631312","2023-04-09 10:59:47.874764",NULL,"^(((?=.*information)(((?=.*from you)|(?=.*about you))|((?=.*we collect)|(?=.*we gather)))|((?=.*data)|(?=.*what data)|((?=.*what categories)(?=.*info))|(?=.*personal information))((?=.*we collect)|(((?=.*collects)(?=.*about you))|((?=.*does)(?=.*collect))|(?=.*process)))|((?=.*types of)(?=.*data)(?=.*collect)))(?!.*sell)(?!.*around the world)(?!.*around the globe)(?!.*transmission))"
504,"blocker",50,"Your personal data is used for automated decision-making, profiling or AI training","Personal data or content you share with the service may be processed to make decisions by automated means without human involvement. This includes profiling, which is any form of automated processing of your information to analyse or predict things like your economic situation, health, personal preferences or interests; as well as Artificial Intelligence training.",41,"2023-05-20 20:14:57.173997","2023-05-20 20:14:57.173997",True,""
